,year,generated,technology,Power Type
93,2020,0.11899893,Solar PV (Utility),Intermittent renewables
94,2021,0.11899893,Solar PV (Utility),Intermittent renewables
95,2022,0.11899893,Solar PV (Utility),Intermittent renewables
96,2023,0.11899893,Solar PV (Utility),Intermittent renewables
97,2024,0.11899893,Solar PV (Utility),Intermittent renewables
98,2025,0.11899893,Solar PV (Utility),Intermittent renewables
99,2026,0.11899893,Solar PV (Utility),Intermittent renewables
100,2027,0.11899893,Solar PV (Utility),Intermittent renewables
101,2028,0.11899893,Solar PV (Utility),Intermittent renewables
102,2029,0.11899893,Solar PV (Utility),Intermittent renewables
103,2030,0.11899893,Solar PV (Utility),Intermittent renewables
104,2031,0.11899893,Solar PV (Utility),Intermittent renewables
105,2032,0.11899893,Solar PV (Utility),Intermittent renewables
106,2033,0.11899893,Solar PV (Utility),Intermittent renewables
107,2034,1.0699102,Solar PV (Utility),Intermittent renewables
108,2035,1.8551242,Solar PV (Utility),Intermittent renewables
109,2036,2.6521746,Solar PV (Utility),Intermittent renewables
110,2037,4.4935923,Solar PV (Utility),Intermittent renewables
111,2038,5.6841264,Solar PV (Utility),Intermittent renewables
112,2039,6.9038149,Solar PV (Utility),Intermittent renewables
113,2040,8.3502744,Solar PV (Utility),Intermittent renewables
114,2041,9.4466746,Solar PV (Utility),Intermittent renewables
115,2042,10.621703,Solar PV (Utility),Intermittent renewables
116,2043,11.939367,Solar PV (Utility),Intermittent renewables
117,2044,13.344161,Solar PV (Utility),Intermittent renewables
118,2045,14.708896,Solar PV (Utility),Intermittent renewables
119,2046,16.370635,Solar PV (Utility),Intermittent renewables
120,2047,17.934978,Solar PV (Utility),Intermittent renewables
121,2048,19.438959,Solar PV (Utility),Intermittent renewables
122,2049,19.438959,Solar PV (Utility),Intermittent renewables
123,2050,19.438959,Solar PV (Utility),Intermittent renewables
124,2020,2.0071126,Onshore Wind,Intermittent renewables
125,2021,2.0071126,Onshore Wind,Intermittent renewables
126,2022,2.0071126,Onshore Wind,Intermittent renewables
127,2023,2.0071126,Onshore Wind,Intermittent renewables
128,2024,2.0071126,Onshore Wind,Intermittent renewables
129,2025,2.0071126,Onshore Wind,Intermittent renewables
130,2026,2.0071126,Onshore Wind,Intermittent renewables
131,2027,2.0071126,Onshore Wind,Intermittent renewables
132,2028,2.0071126,Onshore Wind,Intermittent renewables
133,2029,2.0071126,Onshore Wind,Intermittent renewables
134,2030,2.0071126,Onshore Wind,Intermittent renewables
135,2031,2.0071126,Onshore Wind,Intermittent renewables
136,2032,2.0071126,Onshore Wind,Intermittent renewables
137,2033,2.0071126,Onshore Wind,Intermittent renewables
138,2034,2.0071126,Onshore Wind,Intermittent renewables
139,2035,8.4537062,Onshore Wind,Intermittent renewables
140,2036,8.4537062,Onshore Wind,Intermittent renewables
141,2037,8.4537062,Onshore Wind,Intermittent renewables
142,2038,9.4705274,Onshore Wind,Intermittent renewables
143,2039,10.514363,Onshore Wind,Intermittent renewables
144,2040,14.063464,Onshore Wind,Intermittent renewables
145,2041,14.226845,Onshore Wind,Intermittent renewables
146,2042,14.387753,Onshore Wind,Intermittent renewables
147,2043,15.716977,Onshore Wind,Intermittent renewables
148,2044,17.121493,Onshore Wind,Intermittent renewables
149,2045,17.899016,Onshore Wind,Intermittent renewables
150,2046,17.899016,Onshore Wind,Intermittent renewables
151,2047,17.899016,Onshore Wind,Intermittent renewables
152,2048,21.185243,Onshore Wind,Intermittent renewables
153,2049,38.273799,Onshore Wind,Intermittent renewables
154,2050,40.123986,Onshore Wind,Intermittent renewables
155,2020,0.096715941,Off-grid Hydropower,Non-intermittent renewables
156,2021,4.5089017,Off-grid Hydropower,Non-intermittent renewables
157,2022,4.5089017,Off-grid Hydropower,Non-intermittent renewables
158,2023,4.5089017,Off-grid Hydropower,Non-intermittent renewables
159,2024,4.5089017,Off-grid Hydropower,Non-intermittent renewables
160,2025,4.5089017,Off-grid Hydropower,Non-intermittent renewables
161,2026,4.5089017,Off-grid Hydropower,Non-intermittent renewables
162,2027,4.5089017,Off-grid Hydropower,Non-intermittent renewables
163,2028,4.5089017,Off-grid Hydropower,Non-intermittent renewables
164,2029,4.5089017,Off-grid Hydropower,Non-intermittent renewables
165,2030,4.5089017,Off-grid Hydropower,Non-intermittent renewables
166,2031,4.5089017,Off-grid Hydropower,Non-intermittent renewables
167,2032,4.5089017,Off-grid Hydropower,Non-intermittent renewables
168,2033,4.5089017,Off-grid Hydropower,Non-intermittent renewables
169,2034,4.5089017,Off-grid Hydropower,Non-intermittent renewables
170,2035,4.5089017,Off-grid Hydropower,Non-intermittent renewables
171,2036,4.5089017,Off-grid Hydropower,Non-intermittent renewables
172,2037,4.5089017,Off-grid Hydropower,Non-intermittent renewables
173,2038,4.5089017,Off-grid Hydropower,Non-intermittent renewables
174,2039,4.5089017,Off-grid Hydropower,Non-intermittent renewables
175,2040,4.5089017,Off-grid Hydropower,Non-intermittent renewables
176,2041,4.5089017,Off-grid Hydropower,Non-intermittent renewables
177,2042,4.5089017,Off-grid Hydropower,Non-intermittent renewables
178,2043,4.5089017,Off-grid Hydropower,Non-intermittent renewables
179,2044,4.5089017,Off-grid Hydropower,Non-intermittent renewables
180,2045,4.5089017,Off-grid Hydropower,Non-intermittent renewables
181,2046,4.5089017,Off-grid Hydropower,Non-intermittent renewables
182,2047,4.5089017,Off-grid Hydropower,Non-intermittent renewables
183,2048,4.5089017,Off-grid Hydropower,Non-intermittent renewables
184,2049,4.5089017,Off-grid Hydropower,Non-intermittent renewables
185,2050,4.5089017,Off-grid Hydropower,Non-intermittent renewables
186,2020,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
187,2021,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
188,2022,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
189,2023,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
190,2024,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
191,2025,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
192,2026,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
193,2027,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
194,2028,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
195,2029,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
196,2030,0.21883407,Solar PV (Distributed with Storage),Intermittent renewables
197,2031,0.21794323,Solar PV (Distributed with Storage),Intermittent renewables
198,2032,0.21794323,Solar PV (Distributed with Storage),Intermittent renewables
199,2033,0.21794323,Solar PV (Distributed with Storage),Intermittent renewables
200,2034,0.21345433,Solar PV (Distributed with Storage),Intermittent renewables
201,2035,0.20217422,Solar PV (Distributed with Storage),Intermittent renewables
202,2036,0.18032552,Solar PV (Distributed with Storage),Intermittent renewables
203,2037,0.12888245,Solar PV (Distributed with Storage),Intermittent renewables
204,2038,0.047706175,Solar PV (Distributed with Storage),Intermittent renewables
205,2039,0.041389315,Solar PV (Distributed with Storage),Intermittent renewables
206,2040,0.00578467,Solar PV (Distributed with Storage),Intermittent renewables
207,2041,0.00578467,Solar PV (Distributed with Storage),Intermittent renewables
208,2042,0.0,Solar PV (Distributed with Storage),Intermittent renewables
209,2043,0.0,Solar PV (Distributed with Storage),Intermittent renewables
210,2044,0.0,Solar PV (Distributed with Storage),Intermittent renewables
211,2045,0.0,Solar PV (Distributed with Storage),Intermittent renewables
212,2046,0.0,Solar PV (Distributed with Storage),Intermittent renewables
213,2047,0.0,Solar PV (Distributed with Storage),Intermittent renewables
214,2048,0.0,Solar PV (Distributed with Storage),Intermittent renewables
215,2049,0.0,Solar PV (Distributed with Storage),Intermittent renewables
216,2050,0.0,Solar PV (Distributed with Storage),Intermittent renewables
217,2020,1.0513764,Biomass Power Plant,Non-intermittent renewables
218,2021,1.2346425,Biomass Power Plant,Non-intermittent renewables
219,2022,1.41102,Biomass Power Plant,Non-intermittent renewables
220,2023,1.41102,Biomass Power Plant,Non-intermittent renewables
221,2024,1.41102,Biomass Power Plant,Non-intermittent renewables
222,2025,1.41102,Biomass Power Plant,Non-intermittent renewables
223,2026,1.3998648,Biomass Power Plant,Non-intermittent renewables
224,2027,1.3193919,Biomass Power Plant,Non-intermittent renewables
225,2028,1.41102,Biomass Power Plant,Non-intermittent renewables
226,2029,1.41102,Biomass Power Plant,Non-intermittent renewables
227,2030,1.41102,Biomass Power Plant,Non-intermittent renewables
228,2031,0.0,Biomass Power Plant,Non-intermittent renewables
229,2032,0.0,Biomass Power Plant,Non-intermittent renewables
230,2033,0.0,Biomass Power Plant,Non-intermittent renewables
231,2034,0.0,Biomass Power Plant,Non-intermittent renewables
232,2035,0.0,Biomass Power Plant,Non-intermittent renewables
233,2036,0.0,Biomass Power Plant,Non-intermittent renewables
234,2037,0.0,Biomass Power Plant,Non-intermittent renewables
235,2038,0.0,Biomass Power Plant,Non-intermittent renewables
236,2039,0.0,Biomass Power Plant,Non-intermittent renewables
237,2040,0.0,Biomass Power Plant,Non-intermittent renewables
238,2041,0.0,Biomass Power Plant,Non-intermittent renewables
239,2042,0.0,Biomass Power Plant,Non-intermittent renewables
240,2043,0.0,Biomass Power Plant,Non-intermittent renewables
241,2044,0.0,Biomass Power Plant,Non-intermittent renewables
242,2045,0.0,Biomass Power Plant,Non-intermittent renewables
243,2046,0.0,Biomass Power Plant,Non-intermittent renewables
244,2047,0.0,Biomass Power Plant,Non-intermittent renewables
245,2048,0.0,Biomass Power Plant,Non-intermittent renewables
246,2049,0.0,Biomass Power Plant,Non-intermittent renewables
247,2050,0.0,Biomass Power Plant,Non-intermittent renewables
248,2020,0.0,Coal Power Plant,Fossil fuel
249,2021,0.25232334,Coal Power Plant,Fossil fuel
250,2022,0.27132024,Coal Power Plant,Fossil fuel
251,2023,0.25232334,Coal Power Plant,Fossil fuel
252,2024,0.21627715,Coal Power Plant,Fossil fuel
253,2025,0.21627715,Coal Power Plant,Fossil fuel
254,2026,0.21627715,Coal Power Plant,Fossil fuel
255,2027,0.21627715,Coal Power Plant,Fossil fuel
256,2028,0.21026945,Coal Power Plant,Fossil fuel
257,2029,0.21026945,Coal Power Plant,Fossil fuel
258,2030,0.21026945,Coal Power Plant,Fossil fuel
259,2031,0.19241691,Coal Power Plant,Fossil fuel
260,2032,0.20828063,Coal Power Plant,Fossil fuel
261,2033,0.18023096,Coal Power Plant,Fossil fuel
262,2034,0.28836953,Coal Power Plant,Fossil fuel
263,2035,0.28836953,Coal Power Plant,Fossil fuel
264,2036,0.22677561,Coal Power Plant,Fossil fuel
265,2037,0.28836953,Coal Power Plant,Fossil fuel
266,2038,0.28836953,Coal Power Plant,Fossil fuel
267,2039,0.28836953,Coal Power Plant,Fossil fuel
268,2040,0.21604824,Coal Power Plant,Fossil fuel
269,2041,0.21604876,Coal Power Plant,Fossil fuel
270,2042,0.21627715,Coal Power Plant,Fossil fuel
271,2043,0.39624033,Coal Power Plant,Fossil fuel
272,2044,0.58787177,Coal Power Plant,Fossil fuel
273,2045,0.58787177,Coal Power Plant,Fossil fuel
274,2046,0.62944525,Coal Power Plant,Fossil fuel
275,2047,0.62944525,Coal Power Plant,Fossil fuel
276,2048,0.63148057,Coal Power Plant,Fossil fuel
277,2049,0.73435279,Coal Power Plant,Fossil fuel
278,2050,0.73435279,Coal Power Plant,Fossil fuel
279,2020,28.629395,Geothermal Power Plant,Non-intermittent renewables
280,2021,35.196344,Geothermal Power Plant,Non-intermittent renewables
281,2022,39.317065,Geothermal Power Plant,Non-intermittent renewables
282,2023,42.376701,Geothermal Power Plant,Non-intermittent renewables
283,2024,48.416304,Geothermal Power Plant,Non-intermittent renewables
284,2025,52.217499,Geothermal Power Plant,Non-intermittent renewables
285,2026,56.815378,Geothermal Power Plant,Non-intermittent renewables
286,2027,61.845579,Geothermal Power Plant,Non-intermittent renewables
287,2028,71.200362,Geothermal Power Plant,Non-intermittent renewables
288,2029,76.682512,Geothermal Power Plant,Non-intermittent renewables
289,2030,83.219074,Geothermal Power Plant,Non-intermittent renewables
290,2031,91.025618,Geothermal Power Plant,Non-intermittent renewables
291,2032,97.672743,Geothermal Power Plant,Non-intermittent renewables
292,2033,105.76419,Geothermal Power Plant,Non-intermittent renewables
293,2034,111.53487,Geothermal Power Plant,Non-intermittent renewables
294,2035,115.21487,Geothermal Power Plant,Non-intermittent renewables
295,2036,124.13805,Geothermal Power Plant,Non-intermittent renewables
296,2037,135.38551,Geothermal Power Plant,Non-intermittent renewables
297,2038,144.29011,Geothermal Power Plant,Non-intermittent renewables
298,2039,153.83236,Geothermal Power Plant,Non-intermittent renewables
299,2040,162.8799,Geothermal Power Plant,Non-intermittent renewables
300,2041,171.42618,Geothermal Power Plant,Non-intermittent renewables
301,2042,180.43465,Geothermal Power Plant,Non-intermittent renewables
302,2043,189.00396,Geothermal Power Plant,Non-intermittent renewables
303,2044,198.02566,Geothermal Power Plant,Non-intermittent renewables
304,2045,208.56713,Geothermal Power Plant,Non-intermittent renewables
305,2046,219.44492,Geothermal Power Plant,Non-intermittent renewables
306,2047,231.68712,Geothermal Power Plant,Non-intermittent renewables
307,2048,240.71266,Geothermal Power Plant,Non-intermittent renewables
308,2049,235.78819,Geothermal Power Plant,Non-intermittent renewables
309,2050,231.99829,Geothermal Power Plant,Non-intermittent renewables
310,2020,0.0,Offshore Wind,Intermittent renewables
311,2021,0.0,Offshore Wind,Intermittent renewables
312,2022,0.0,Offshore Wind,Intermittent renewables
313,2023,0.0,Offshore Wind,Intermittent renewables
314,2024,0.0,Offshore Wind,Intermittent renewables
315,2025,0.0,Offshore Wind,Intermittent renewables
316,2026,0.0,Offshore Wind,Intermittent renewables
317,2027,0.0,Offshore Wind,Intermittent renewables
318,2028,0.0,Offshore Wind,Intermittent renewables
319,2029,0.0,Offshore Wind,Intermittent renewables
320,2030,0.0,Offshore Wind,Intermittent renewables
321,2031,0.0,Offshore Wind,Intermittent renewables
322,2032,0.0,Offshore Wind,Intermittent renewables
323,2033,0.0,Offshore Wind,Intermittent renewables
324,2034,0.0,Offshore Wind,Intermittent renewables
325,2035,0.0,Offshore Wind,Intermittent renewables
326,2036,0.0,Offshore Wind,Intermittent renewables
327,2037,0.0,Offshore Wind,Intermittent renewables
328,2038,0.0,Offshore Wind,Intermittent renewables
329,2039,0.0,Offshore Wind,Intermittent renewables
330,2040,0.0,Offshore Wind,Intermittent renewables
331,2041,0.0,Offshore Wind,Intermittent renewables
332,2042,0.0,Offshore Wind,Intermittent renewables
333,2043,0.0,Offshore Wind,Intermittent renewables
334,2044,0.0,Offshore Wind,Intermittent renewables
335,2045,0.0,Offshore Wind,Intermittent renewables
336,2046,0.0,Offshore Wind,Intermittent renewables
337,2047,0.0,Offshore Wind,Intermittent renewables
338,2048,1.3849779,Offshore Wind,Intermittent renewables
339,2049,12.416133,Offshore Wind,Intermittent renewables
340,2050,26.637457,Offshore Wind,Intermittent renewables
