,year,generated,technology,Power Type
105,2032,,Light Fuel Oil Power Plant,Fossil fuel
106,2033,,Light Fuel Oil Power Plant,Fossil fuel
107,2034,,Light Fuel Oil Power Plant,Fossil fuel
108,2035,,Light Fuel Oil Power Plant,Fossil fuel
109,2036,,Light Fuel Oil Power Plant,Fossil fuel
110,2037,,Light Fuel Oil Power Plant,Fossil fuel
111,2038,,Light Fuel Oil Power Plant,Fossil fuel
112,2039,,Light Fuel Oil Power Plant,Fossil fuel
113,2040,,Light Fuel Oil Power Plant,Fossil fuel
114,2041,,Light Fuel Oil Power Plant,Fossil fuel
115,2042,,Light Fuel Oil Power Plant,Fossil fuel
116,2043,,Light Fuel Oil Power Plant,Fossil fuel
117,2044,,Light Fuel Oil Power Plant,Fossil fuel
118,2045,,Light Fuel Oil Power Plant,Fossil fuel
119,2046,,Light Fuel Oil Power Plant,Fossil fuel
120,2047,,Light Fuel Oil Power Plant,Fossil fuel
121,2048,,Light Fuel Oil Power Plant,Fossil fuel
122,2049,,Light Fuel Oil Power Plant,Fossil fuel
123,2050,,Light Fuel Oil Power Plant,Fossil fuel
124,2020,4.3765052,Oil Fired Gas Turbine (SCGT),Fossil fuel
125,2021,3.4585659,Oil Fired Gas Turbine (SCGT),Fossil fuel
126,2022,3.391344,Oil Fired Gas Turbine (SCGT),Fossil fuel
127,2023,3.3194189,Oil Fired Gas Turbine (SCGT),Fossil fuel
128,2024,,Oil Fired Gas Turbine (SCGT),Fossil fuel
129,2025,0.27270049,Oil Fired Gas Turbine (SCGT),Fossil fuel
130,2026,1.3805809,Oil Fired Gas Turbine (SCGT),Fossil fuel
131,2027,1.3828462,Oil Fired Gas Turbine (SCGT),Fossil fuel
132,2028,1.7147459,Oil Fired Gas Turbine (SCGT),Fossil fuel
133,2029,1.7173328,Oil Fired Gas Turbine (SCGT),Fossil fuel
134,2030,1.778672,Oil Fired Gas Turbine (SCGT),Fossil fuel
135,2031,1.7817432,Oil Fired Gas Turbine (SCGT),Fossil fuel
136,2032,1.7850289,Oil Fired Gas Turbine (SCGT),Fossil fuel
137,2033,1.7885677,Oil Fired Gas Turbine (SCGT),Fossil fuel
138,2034,0.94587828,Oil Fired Gas Turbine (SCGT),Fossil fuel
139,2035,0.95155559,Oil Fired Gas Turbine (SCGT),Fossil fuel
140,2036,0.51181441,Oil Fired Gas Turbine (SCGT),Fossil fuel
141,2037,,Oil Fired Gas Turbine (SCGT),Fossil fuel
142,2038,,Oil Fired Gas Turbine (SCGT),Fossil fuel
143,2039,,Oil Fired Gas Turbine (SCGT),Fossil fuel
144,2040,,Oil Fired Gas Turbine (SCGT),Fossil fuel
145,2041,,Oil Fired Gas Turbine (SCGT),Fossil fuel
146,2042,,Oil Fired Gas Turbine (SCGT),Fossil fuel
147,2043,,Oil Fired Gas Turbine (SCGT),Fossil fuel
148,2044,,Oil Fired Gas Turbine (SCGT),Fossil fuel
149,2045,,Oil Fired Gas Turbine (SCGT),Fossil fuel
150,2046,,Oil Fired Gas Turbine (SCGT),Fossil fuel
151,2047,,Oil Fired Gas Turbine (SCGT),Fossil fuel
152,2048,,Oil Fired Gas Turbine (SCGT),Fossil fuel
153,2049,,Oil Fired Gas Turbine (SCGT),Fossil fuel
154,2050,,Oil Fired Gas Turbine (SCGT),Fossil fuel
155,2020,0.11899893,Solar PV (Utility),Intermittent renewables
156,2021,0.11899893,Solar PV (Utility),Intermittent renewables
157,2022,0.11899893,Solar PV (Utility),Intermittent renewables
158,2023,0.11899893,Solar PV (Utility),Intermittent renewables
159,2024,0.11899893,Solar PV (Utility),Intermittent renewables
160,2025,0.11899893,Solar PV (Utility),Intermittent renewables
161,2026,0.11899893,Solar PV (Utility),Intermittent renewables
162,2027,0.11899893,Solar PV (Utility),Intermittent renewables
163,2028,0.11899893,Solar PV (Utility),Intermittent renewables
164,2029,0.11899893,Solar PV (Utility),Intermittent renewables
165,2030,0.11899893,Solar PV (Utility),Intermittent renewables
166,2031,0.11899893,Solar PV (Utility),Intermittent renewables
167,2032,0.11899893,Solar PV (Utility),Intermittent renewables
168,2033,0.11899893,Solar PV (Utility),Intermittent renewables
169,2034,0.11899893,Solar PV (Utility),Intermittent renewables
170,2035,0.11899893,Solar PV (Utility),Intermittent renewables
171,2036,0.11899893,Solar PV (Utility),Intermittent renewables
172,2037,0.11899893,Solar PV (Utility),Intermittent renewables
173,2038,,Solar PV (Utility),Intermittent renewables
174,2039,,Solar PV (Utility),Intermittent renewables
175,2040,,Solar PV (Utility),Intermittent renewables
176,2041,,Solar PV (Utility),Intermittent renewables
177,2042,,Solar PV (Utility),Intermittent renewables
178,2043,,Solar PV (Utility),Intermittent renewables
179,2044,,Solar PV (Utility),Intermittent renewables
180,2045,,Solar PV (Utility),Intermittent renewables
181,2046,,Solar PV (Utility),Intermittent renewables
182,2047,,Solar PV (Utility),Intermittent renewables
183,2048,,Solar PV (Utility),Intermittent renewables
184,2049,,Solar PV (Utility),Intermittent renewables
185,2050,,Solar PV (Utility),Intermittent renewables
186,2020,2.0071126,Onshore Wind,Intermittent renewables
187,2021,2.0071126,Onshore Wind,Intermittent renewables
188,2022,2.0071126,Onshore Wind,Intermittent renewables
189,2023,2.0071126,Onshore Wind,Intermittent renewables
190,2024,2.0071126,Onshore Wind,Intermittent renewables
191,2025,2.0071126,Onshore Wind,Intermittent renewables
192,2026,2.0071126,Onshore Wind,Intermittent renewables
193,2027,2.0071126,Onshore Wind,Intermittent renewables
194,2028,2.0071126,Onshore Wind,Intermittent renewables
195,2029,2.0071126,Onshore Wind,Intermittent renewables
196,2030,2.0071126,Onshore Wind,Intermittent renewables
197,2031,2.0071126,Onshore Wind,Intermittent renewables
198,2032,2.0071126,Onshore Wind,Intermittent renewables
199,2033,2.0071126,Onshore Wind,Intermittent renewables
200,2034,2.0071126,Onshore Wind,Intermittent renewables
201,2035,2.0071126,Onshore Wind,Intermittent renewables
202,2036,2.0071126,Onshore Wind,Intermittent renewables
203,2037,2.0071126,Onshore Wind,Intermittent renewables
204,2038,2.0071126,Onshore Wind,Intermittent renewables
205,2039,2.0071126,Onshore Wind,Intermittent renewables
206,2040,2.0071126,Onshore Wind,Intermittent renewables
207,2041,2.0071126,Onshore Wind,Intermittent renewables
208,2042,,Onshore Wind,Intermittent renewables
209,2043,,Onshore Wind,Intermittent renewables
210,2044,,Onshore Wind,Intermittent renewables
211,2045,,Onshore Wind,Intermittent renewables
212,2046,,Onshore Wind,Intermittent renewables
213,2047,,Onshore Wind,Intermittent renewables
214,2048,,Onshore Wind,Intermittent renewables
215,2049,,Onshore Wind,Intermittent renewables
216,2050,,Onshore Wind,Intermittent renewables
217,2020,,PWRNGS002,PWRNGS002
218,2021,,PWRNGS002,PWRNGS002
219,2022,,PWRNGS002,PWRNGS002
220,2023,,PWRNGS002,PWRNGS002
221,2024,,PWRNGS002,PWRNGS002
222,2025,,PWRNGS002,PWRNGS002
223,2026,,PWRNGS002,PWRNGS002
224,2027,,PWRNGS002,PWRNGS002
225,2028,,PWRNGS002,PWRNGS002
226,2029,,PWRNGS002,PWRNGS002
227,2030,,PWRNGS002,PWRNGS002
228,2031,,PWRNGS002,PWRNGS002
229,2032,,PWRNGS002,PWRNGS002
230,2033,,PWRNGS002,PWRNGS002
231,2034,,PWRNGS002,PWRNGS002
232,2035,,PWRNGS002,PWRNGS002
233,2036,,PWRNGS002,PWRNGS002
234,2037,,PWRNGS002,PWRNGS002
235,2038,,PWRNGS002,PWRNGS002
236,2039,,PWRNGS002,PWRNGS002
237,2040,,PWRNGS002,PWRNGS002
238,2041,,PWRNGS002,PWRNGS002
239,2042,0.015344103,PWRNGS002,PWRNGS002
240,2043,0.060927651,PWRNGS002,PWRNGS002
241,2044,0.10918487,PWRNGS002,PWRNGS002
242,2045,0.16027163,PWRNGS002,PWRNGS002
243,2046,0.21540066,PWRNGS002,PWRNGS002
244,2047,0.2737551,PWRNGS002,PWRNGS002
245,2048,0.33552373,PWRNGS002,PWRNGS002
246,2049,0.40090632,PWRNGS002,PWRNGS002
247,2050,0.47379552,PWRNGS002,PWRNGS002
248,2020,0.096715941,Off-grid Hydropower,Non-intermittent renewables
249,2021,0.096715941,Off-grid Hydropower,Non-intermittent renewables
250,2022,0.096715941,Off-grid Hydropower,Non-intermittent renewables
251,2023,0.096715941,Off-grid Hydropower,Non-intermittent renewables
252,2024,0.096715941,Off-grid Hydropower,Non-intermittent renewables
253,2025,0.096715941,Off-grid Hydropower,Non-intermittent renewables
254,2026,0.096715941,Off-grid Hydropower,Non-intermittent renewables
255,2027,0.096715941,Off-grid Hydropower,Non-intermittent renewables
256,2028,0.096715941,Off-grid Hydropower,Non-intermittent renewables
257,2029,0.096715941,Off-grid Hydropower,Non-intermittent renewables
258,2030,0.096715941,Off-grid Hydropower,Non-intermittent renewables
259,2031,0.096715941,Off-grid Hydropower,Non-intermittent renewables
260,2032,0.096715941,Off-grid Hydropower,Non-intermittent renewables
261,2033,0.096715941,Off-grid Hydropower,Non-intermittent renewables
262,2034,0.096715941,Off-grid Hydropower,Non-intermittent renewables
263,2035,0.096715941,Off-grid Hydropower,Non-intermittent renewables
264,2036,0.096715941,Off-grid Hydropower,Non-intermittent renewables
265,2037,0.096715941,Off-grid Hydropower,Non-intermittent renewables
266,2038,0.096715941,Off-grid Hydropower,Non-intermittent renewables
267,2039,0.096715941,Off-grid Hydropower,Non-intermittent renewables
268,2040,0.096715941,Off-grid Hydropower,Non-intermittent renewables
269,2041,0.096715941,Off-grid Hydropower,Non-intermittent renewables
270,2042,0.096715941,Off-grid Hydropower,Non-intermittent renewables
271,2043,0.096715941,Off-grid Hydropower,Non-intermittent renewables
272,2044,0.096715941,Off-grid Hydropower,Non-intermittent renewables
273,2045,0.096715941,Off-grid Hydropower,Non-intermittent renewables
274,2046,0.096715941,Off-grid Hydropower,Non-intermittent renewables
275,2047,0.096715941,Off-grid Hydropower,Non-intermittent renewables
276,2048,0.096715941,Off-grid Hydropower,Non-intermittent renewables
277,2049,0.096715941,Off-grid Hydropower,Non-intermittent renewables
278,2050,0.046531866,Off-grid Hydropower,Non-intermittent renewables
279,2020,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
280,2021,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
281,2022,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
282,2023,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
283,2024,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
284,2025,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
285,2026,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
286,2027,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
287,2028,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
288,2029,0.21889192,Solar PV (Distributed with Storage),Intermittent renewables
289,2030,0.21883407,Solar PV (Distributed with Storage),Intermittent renewables
290,2031,0.21794323,Solar PV (Distributed with Storage),Intermittent renewables
291,2032,0.21794323,Solar PV (Distributed with Storage),Intermittent renewables
292,2033,0.21794323,Solar PV (Distributed with Storage),Intermittent renewables
293,2034,0.21345433,Solar PV (Distributed with Storage),Intermittent renewables
294,2035,0.20217422,Solar PV (Distributed with Storage),Intermittent renewables
295,2036,0.18032552,Solar PV (Distributed with Storage),Intermittent renewables
296,2037,0.12888245,Solar PV (Distributed with Storage),Intermittent renewables
297,2038,0.047706175,Solar PV (Distributed with Storage),Intermittent renewables
298,2039,0.041389315,Solar PV (Distributed with Storage),Intermittent renewables
299,2040,0.00578467,Solar PV (Distributed with Storage),Intermittent renewables
300,2041,0.00578467,Solar PV (Distributed with Storage),Intermittent renewables
301,2042,,Solar PV (Distributed with Storage),Intermittent renewables
302,2043,,Solar PV (Distributed with Storage),Intermittent renewables
303,2044,,Solar PV (Distributed with Storage),Intermittent renewables
304,2045,,Solar PV (Distributed with Storage),Intermittent renewables
305,2046,,Solar PV (Distributed with Storage),Intermittent renewables
306,2047,,Solar PV (Distributed with Storage),Intermittent renewables
307,2048,,Solar PV (Distributed with Storage),Intermittent renewables
308,2049,,Solar PV (Distributed with Storage),Intermittent renewables
309,2050,,Solar PV (Distributed with Storage),Intermittent renewables
310,2020,1.063421,Biomass Power Plant,Non-intermittent renewables
311,2021,1.2346425,Biomass Power Plant,Non-intermittent renewables
312,2022,1.2346425,Biomass Power Plant,Non-intermittent renewables
313,2023,1.41102,Biomass Power Plant,Non-intermittent renewables
314,2024,1.41102,Biomass Power Plant,Non-intermittent renewables
315,2025,1.41102,Biomass Power Plant,Non-intermittent renewables
316,2026,1.41102,Biomass Power Plant,Non-intermittent renewables
317,2027,1.41102,Biomass Power Plant,Non-intermittent renewables
318,2028,1.41102,Biomass Power Plant,Non-intermittent renewables
319,2029,1.41102,Biomass Power Plant,Non-intermittent renewables
320,2030,1.41102,Biomass Power Plant,Non-intermittent renewables
321,2031,,Biomass Power Plant,Non-intermittent renewables
322,2032,,Biomass Power Plant,Non-intermittent renewables
323,2033,,Biomass Power Plant,Non-intermittent renewables
324,2034,,Biomass Power Plant,Non-intermittent renewables
325,2035,,Biomass Power Plant,Non-intermittent renewables
326,2036,,Biomass Power Plant,Non-intermittent renewables
327,2037,,Biomass Power Plant,Non-intermittent renewables
328,2038,,Biomass Power Plant,Non-intermittent renewables
329,2039,,Biomass Power Plant,Non-intermittent renewables
330,2040,,Biomass Power Plant,Non-intermittent renewables
331,2041,,Biomass Power Plant,Non-intermittent renewables
332,2042,,Biomass Power Plant,Non-intermittent renewables
333,2043,,Biomass Power Plant,Non-intermittent renewables
334,2044,,Biomass Power Plant,Non-intermittent renewables
335,2045,,Biomass Power Plant,Non-intermittent renewables
336,2046,,Biomass Power Plant,Non-intermittent renewables
337,2047,,Biomass Power Plant,Non-intermittent renewables
338,2048,,Biomass Power Plant,Non-intermittent renewables
339,2049,,Biomass Power Plant,Non-intermittent renewables
340,2050,,Biomass Power Plant,Non-intermittent renewables
341,2020,,Coal Power Plant,Fossil fuel
342,2021,3.0705927,Coal Power Plant,Fossil fuel
343,2022,5.3370301,Coal Power Plant,Fossil fuel
344,2023,7.7958846,Coal Power Plant,Fossil fuel
345,2024,16.273554,Coal Power Plant,Fossil fuel
346,2025,18.800012,Coal Power Plant,Fossil fuel
347,2026,21.189868,Coal Power Plant,Fossil fuel
348,2027,23.525754,Coal Power Plant,Fossil fuel
349,2028,30.090302,Coal Power Plant,Fossil fuel
350,2029,34.178351,Coal Power Plant,Fossil fuel
351,2030,39.028721,Coal Power Plant,Fossil fuel
352,2031,45.257777,Coal Power Plant,Fossil fuel
353,2032,50.450179,Coal Power Plant,Fossil fuel
354,2033,56.042632,Coal Power Plant,Fossil fuel
355,2034,62.063578,Coal Power Plant,Fossil fuel
356,2035,70.588359,Coal Power Plant,Fossil fuel
357,2036,78.125318,Coal Power Plant,Fossil fuel
358,2037,88.262284,Coal Power Plant,Fossil fuel
359,2038,96.986988,Coal Power Plant,Fossil fuel
360,2039,109.88382,Coal Power Plant,Fossil fuel
361,2040,128.81983,Coal Power Plant,Fossil fuel
362,2041,137.27268,Coal Power Plant,Fossil fuel
363,2042,148.33675,Coal Power Plant,Fossil fuel
364,2043,163.51378,Coal Power Plant,Fossil fuel
365,2044,173.73042,Coal Power Plant,Fossil fuel
366,2045,182.40587,Coal Power Plant,Fossil fuel
367,2046,193.609,Coal Power Plant,Fossil fuel
368,2047,205.4676,Coal Power Plant,Fossil fuel
369,2048,218.02001,Coal Power Plant,Fossil fuel
370,2049,231.30684,Coal Power Plant,Fossil fuel
371,2050,243.07716,Coal Power Plant,Fossil fuel
372,2020,15.784283,Geothermal Power Plant,Non-intermittent renewables
373,2021,16.033866,Geothermal Power Plant,Non-intermittent renewables
374,2022,16.293409,Geothermal Power Plant,Non-intermittent renewables
375,2023,16.322833,Geothermal Power Plant,Non-intermittent renewables
376,2024,16.322833,Geothermal Power Plant,Non-intermittent renewables
377,2025,16.322833,Geothermal Power Plant,Non-intermittent renewables
378,2026,16.322833,Geothermal Power Plant,Non-intermittent renewables
379,2027,16.322833,Geothermal Power Plant,Non-intermittent renewables
380,2028,16.322833,Geothermal Power Plant,Non-intermittent renewables
381,2029,16.322833,Geothermal Power Plant,Non-intermittent renewables
382,2030,16.322833,Geothermal Power Plant,Non-intermittent renewables
383,2031,16.322833,Geothermal Power Plant,Non-intermittent renewables
384,2032,16.322833,Geothermal Power Plant,Non-intermittent renewables
385,2033,16.322833,Geothermal Power Plant,Non-intermittent renewables
386,2034,16.322833,Geothermal Power Plant,Non-intermittent renewables
387,2035,16.322833,Geothermal Power Plant,Non-intermittent renewables
388,2036,16.322833,Geothermal Power Plant,Non-intermittent renewables
389,2037,16.322833,Geothermal Power Plant,Non-intermittent renewables
390,2038,16.322833,Geothermal Power Plant,Non-intermittent renewables
391,2039,12.8373,Geothermal Power Plant,Non-intermittent renewables
392,2040,5.8911305,Geothermal Power Plant,Non-intermittent renewables
393,2041,5.8911305,Geothermal Power Plant,Non-intermittent renewables
394,2042,5.8911305,Geothermal Power Plant,Non-intermittent renewables
395,2043,0.18753549,Geothermal Power Plant,Non-intermittent renewables
396,2044,,Geothermal Power Plant,Non-intermittent renewables
397,2045,,Geothermal Power Plant,Non-intermittent renewables
398,2046,,Geothermal Power Plant,Non-intermittent renewables
399,2047,,Geothermal Power Plant,Non-intermittent renewables
400,2048,,Geothermal Power Plant,Non-intermittent renewables
401,2049,,Geothermal Power Plant,Non-intermittent renewables
402,2050,,Geothermal Power Plant,Non-intermittent renewables
